nei'rong,6636 内容,6636;
gu'fen'zhi,185 股份制,185;
gui'fa'xiang,6 桂发祥,6;
yin'ren'ru'sheng,44 引人入胜,44;
zhang'xiao'ping,6 张小平,6;
guangfufa,87 光伏发,87;
zheng'fa'wei,274 政法委,274;
shui'cao,50 水草,50;
xin'fei,45 心扉,45;
san'shi'wu,46 三十五,46;
hun'yin'fa,84 婚姻法,84;
mizhi'na,24 密支那,24;
du'liu,40 毒瘤,40;
zhong'yao'xing,843 重要性,843;
shui'cai,11 水彩,11;
jian'yi'yong'wei,376 见义勇为,376;
zhao'jing'an,9 赵京安,9;
dong'shen,9 动身,9;
jie'xian,283 接线,7;界限,276;
sheng'huo'fei,162 生活费,162;
ni'cha,168 逆差,168;
lin'fen'shi,12 临汾市,12;
can'sai'zhe,32 参赛者,32;
zu'zhang,505 组长,505;
quan'wei,810 权威,794;劝慰,16;
quan'wen,126 全文,126;
di'yibai'yishi'wu,9 第一百一十五,9;
pi'ci,60 批次,60;
zijing,59 自警,59;
quan'daodui,9 劝导队,9;
wen'lu,20 问路,20;
xiao'xiang,169 小项,32;小巷,108;肖像,29;
chang'guan,537 场馆,537;
dao'qie,92 盗窃,92;
li'cheng'bei,261 里程碑,261;
dian'dong,538 电动,538;
xu'jian'ping,24 徐建平,24;
shuang'jian,20 双肩,20;
shuang'jiao,79 双娇,5;双脚,74;
ma'jian,7 马剑,7;
san'jin,14 三晋,14;
wen'li,62 纹理,8;文理,54;
san'jiu,15 三九,15;
pi'bu,38 批捕,38;
pangfu'ying,12 庞富英,12;
ke'xin,131 可信,131;
di'chu,711 地处,544;抵触,167;
ji'cheng'zhe,25 继承者,25;
zhi'yuanshu,11 志愿书,11;
bai'tuan'da'zhan,18 百团大战,18;
pi'bo,21 批驳,21;
meng'mei,8 蒙昧,8;
san'shi'er,24 三十二,24;
mu'hong,7 穆虹,7;
jue'dui'zhi,11 绝对值,11;
a'ji'nuo,31 阿基诺,31;
dui'ji,79 堆积,79;
qinjin'sheng,5 秦金生,5;
zheng'ding,38 正定,18;征订,20;
nuo'nan,5 诺南,5;
wen'mo,6 文墨,6;
cheng'tou,18 城头,18;
lan'bao'shi,5 蓝宝石,5;
dui'ju,11 对局,11;
dong'shou,251 动手,251;
dian'fan'bao,11 电饭煲,11;
lage,12 拉格,12;
zhuang'shi'hua,249 庄仕华,249;
cha'jin,8 查禁,8;
yin'biao,5 音标,5;
lv'younian,28 旅游年,28;
duo'ru,5 堕入,5;
kong'yi'ji,7 孔乙己,7;
song'jiawei,10 宋家伟,10;
te'shu'xing,152 特殊性,152;
songhe'qun,5 宋鹤群,5;
mo'lei'nuo,7 莫雷诺,7;
dongye'lu'sa'leng,15 东耶路撒冷,15;
ting'chan,241 停产,241;
xin'xiye,7 信息业,7;
cha'jiu,6 查究,6;
xuan'chuan'zhou,20 宣传周,20;
zhuan'gei,25 转给,25;
feng'you'lan,6 冯友兰,6;
ying'de,1886 赢得,1842;应得,44;
yu'huang'miao,5 玉皇庙,5;
shui'ping'xian,14 水平线,14;
yao'bu'de,5 要不得,5;
bu'yun,6 不孕,6;
bi'xiu'ke,111 必修课,111;
gang'zhen,5 钢针,5;
ying'da,15 应答,15;
duo'si,5 多思,5;
shi'fan'xing,121 示范性,121;
bu'yue,7 不悦,7;
bao'shan'zhen,6 宝山镇,6;
gong'wu'yuan,1298 公务员,1298;
an'zhong,45 暗中,45;
du'lun,13 渡轮,13;
guang'wei,155 广为,155;
ma'jiao,7 马脚,7;
jue'miao,15 绝妙,15;
wan'hu'zhi'shou,68 玩忽职守,68;
duo'qu,490 夺取,490;
ying'bi,28 硬币,28;
tou'lou'shui,6 偷漏税,6;
pi'di,10 匹敌,10;
dui'li,244 对立,244;
ri'kou,52 日寇,52;
jie'er'lian'san,44 接二连三,44;
dui'le,40 对了,40;
ji'long,22 鸡笼,6;基隆,16;
chang'sheng'bu'shuai,33 长盛不衰,33;
qun'ying,13 群英,13;
cha'jia,93 差价,93;
lao'nong,57 老农,57;
yanpingdao,25 延坪岛,25;
wang'xiao'ning,15 王小宁,15;
shi'dan,53 实弹,53;
shi'dao,21 世道,21;
tun'tian,8 屯田,8;
shi'dai,7664 时代,7416;世代,248;
dui'lu,12 对路,12;
pi'fa'jia,25 批发价,25;
qi'bayue'fen,7 七八月份,7;
liu'shui'xian,92 流水线,92;
ying'er,297 婴儿,297;
pi'gu,67 屁股,67;
zhong'jian'pai,6 中间派,6;
mei'lun'mei'huan,29 美轮美奂,29;
dai'kuan,4282 带宽,54;贷款,4228;
ke'xuebu,6 科学部,6;
hui'yang,11 惠阳,11;
jiao'dao,135 教导,60;交道,20;交到,55;
xin'xisi,6 信息司,6;
cha'yang,96 插秧,96;
wen'he,220 温和,144;吻合,76;
biao'dian,6 标点,6;
cong'rong'jiu'yi,9 从容就义,9;
yumu'ming,12 郁慕明,12;
de'ming,56 得名,56;
li'xueqin,10 李雪勤,10;
jiao'dai,226 交代,159;交待,60;胶带,7;
ji'ti'hua,6 集体化,6;
pi'ge,71 皮革,71;
yin'yuan,39 因缘,10;姻缘,9;银元,20;
ren'bo'nian,8 任伯年,8;
tu'fang,67 土方,67;
ruancheng'fa,21 阮成发,21;
gong'shui,467 供水,467;
ying'di,56 营地,56;
yin'zhong,19 引种,19;
lai'bu'ji,125 来不及,125;
wenhao,7 文号,7;
piao'piao'liang'liang,8 漂漂亮亮,8;
cheng'zhang,2853 成长,2853;
pi'fu,384 匹夫,6;批复,214;皮肤,164;
tongzhi,8 铜质,8;
gaohao'neng,234 高耗能,234;
tong'xin'yuan,5 通信员,5;
zhong'ren,603 重任,489;众人,114;
chi'bi,47 赤壁,47;
kai'qiao,5 开窍,5;
caixixiang,5 才溪乡,5;
bing'jian,93 并肩,93;
ying'du,13 硬度,13;
cao'cao,58 草草,24;曹操,34;
liu'jian'chao,13 刘建超,13;
tang'rui'shi,14 唐瑞石,14;
dui'fu,99 对付,76;兑付,23;
dui'liu,21 对流,21;
zhi'nang,21 智囊,21;
ma'li'ang,6 马里昂,6;
nayan,8 纳言,8;
da'jiao'dao,197 打交道,197;
zao'wan,91 早晚,91;
meng'jing,33 梦境,33;
pi'fa,556 批发,550;疲乏,6;
que'qie,81 确切,81;
yun'nan,1277 云南,1277;
san'shi'ba,8 三十八,8;
ke'bu'rong'huan,124 刻不容缓,124;
en'ge'er,27 恩格尔,27;
gao'ge'er,7 高个儿,7;
wen'ju,29 文具,29;
bu'nai'fan,20 不耐烦,20;
guai'qiao,12 乖巧,12;
zhao'hun,5 招魂,5;
zhao'huo,86 肇祸,27;着火,59;
min'zu'ying'xiong,30 民族英雄,30;
chawen'hua,27 茶文化,27;
puxian,7 莆仙,7;
zhao'hui,234 照会,10;找回,89;召回,135;
xiang'yuan'xian,24 襄垣县,24;
xuan'wei'shi,20 宣威市,20;
he'long'shi,5 和龙市,5;
jingjun,7 景军,7;
wen'ji,245 问及,116;文集,129;
lao'xiang,195 老乡,195;
xiang'guan'xing,21 相关性,21;
wang'zhaoyao,6 王兆耀,6;
bang'tui,11 绑腿,11;
lin'chang'fa'hui,11 临场发挥,11;
di'yibai'yishi'yi,5 第一百一十一,5;
tie'ban'yi'kuai,5 铁板一块,5;
min'ban'jiao'shi,23 民办教师,23;
ying'he,187 迎合,187;
di'linghua,25 低龄化,25;
ben'mo'dao'zhi,25 本末倒置,25;
ju'xian,363 莒县,10;局限,353;
ren'cai'wai'liu,10 人才外流,10;
wan'kuai,23 碗筷,23;
zan'tansheng,7 赞叹声,7;
wen'ku,72 文库,72;
tujing,81 途经,81;
tie'yang,8 铁扬,8;
duo'me,454 多么,454;
wei'liang'yuan'su,31 微量元素,31;
ma'xing'yuan,6 马杏垣,6;
shui'chi,41 水池,41;
ying'fu,227 应付,227;
zhang'ye'shi,6 张掖市,6;
mei'jun,554 美军,554;
shou'yao,775 手摇,14;首要,761;
shui'che,20 水车,20;
shou'yan,65 首演,65;
tu'zhi'li,6 屠知力,6;
chi'du,198 尺度,198;
lami,15 拉米,15;
wen'ke,43 文科,43;
jiangliu,12 姜流,12;
duo'mu,41 夺目,41;
zha'lu'bi'nuo,8 扎鲁比诺,8;
lun'hui,44 轮回,44;
xi'juaner'lai,5 席卷而来,5;
dan'fei,22 单飞,16;氮肥,6;
xiang'le'zhu'yi,34 享乐主义,34;
ai'ji'da,20 艾季达,20;
jiangtang,176 讲堂,176;
dang'wei'hui,24 党委会,24;
zi'ben'zhu'yi,409 资本主义,409;
pi'ka,20 皮卡,20;
wu'di'dong,11 无底洞,11;
dang'zheng'ji'guan,374 党政机关,374;
shi'gongfu,6 石功赋,6;
shang'shan,214 上山,214;
tao'yuan,40 桃源,23;桃园,17;
guang'ming'lei'luo,29 光明磊落,29;
a'er'bei'si'shan,12 阿尔卑斯山,12;
yong'wang'zhi'qian,68 勇往直前,68;
lian'huan'hua,42 连环画,42;
dui'qi,40 队旗,6;堆砌,34;
zhao'yi,7 赵翼,7;
zuoban,12 做伴,12;
nian'gao,10 年糕,10;
bian'xie'shi,30 便携式,30;
ren'hang,26 人行,26;
sijin,11 丝巾,11;
wang'xu'yang,15 王旭阳,15;
duo'ha,285 多哈,285;
lian'huan'hui,25 联欢会,25;
da'xiong'mao,172 大熊猫,172;
mingpian,31 名篇,31;
fu'a'de,6 福阿德,6;
xi'shou'jian,11 洗手间,11;
yanxiuhai,6 闫秀海,6;
shi'wuchu,6 事务处,6;
zhan'chu,301 展出,301;
dui'lei,11 对垒,11;
quan'guozong'gong'hui,167 全国总工会,167;
chen'li'hua,22 陈丽华,22;
dian'bing'xiang,26 电冰箱,26;
luo'shengte,9 罗生特,9;
dong'li'qu,10 东丽区,10;
bu'zai,1735 不再,1735;
pi'ju,22 皮具,22;
wu'si'yun'dong,83 五四运动,83;
yang'pin,129 样品,129;
bing'jing,5 冰晶,5;
zhao'ze,47 沼泽,47;
duo'ge,8 多哥,8;
sahuan,8 撒欢,8;
hui'huang,1159 辉煌,1159;
xi'gai,52 膝盖,52;
gu'ti'shi,11 古体诗,11;
kang'kai'ji'ang,23 慷慨激昂,23;
tan'guan'wu'li,11 贪官污吏,11;
huang'deng'deng,6 黄澄澄,6;
zhi'ye'dao'de,304 职业道德,304;
qi'pao'xian,122 起跑线,122;
liu'decheng,5 刘德成,5;
tian'zhen'xian,7 天镇县,7;
de'shou,20 得手,20;
zhuang'lixiao,5 庄丽肖,5;
zhang'pingyi,28 张平宜,28;
subo'er,26 苏泊尔,26;
ai'lei'zi,5 埃雷兹,5;
dao'ding,5 到顶,5;
tang'yuan,17 汤原,10;汤圆,7;
hu'ran,149 忽然,149;
kaiwa,55 开挖,55;
gan'she,286 干涉,286;
jin'xiang'xian,12 金乡县,12;
mu'jia,6 穆家,6;
duo'ji,41 多极,21;多吉,20;
bai'jing,6 白净,6;
dui'lie,36 队列,36;
bi'chu,62 笔触,62;
feng'hua'zheng'mao,24 风华正茂,24;
jing'tan'hao,6 惊叹号,6;
jia'wen,8 加温,8;
pi'li,11 霹雳,11;
kun'lun'shan,22 昆仑山,22;
duan'shao,6 短少,6;
you'caizi,22 油菜籽,22;
da'yaoan,8 大要案,8;
jia'wei,77 价位,77;
qiu'duo'fu,40 仇多馥,40;
wen'wu,1928 文物,1910;文武,18;
liu'wangzhe,10 流亡者,10;
wen'xi,12 温习,12;
tan'guan,65 贪官,65;
li'yan'ping,5 李艳萍,5;
lai'bu'de,33 来不得,33;
pi'lu,454 披露,454;
li'jianrou,7 李坚柔,7;
chui'tou'sang'qi,6 垂头丧气,6;
zi'zi'xi'xi,6 仔仔细细,6;
penghu,14 棚户,14;
gu'bu'de,11 顾不得,11;
guo'zhuang,24 郭庄,24;
huan'zhang,14 还账,14;
ba'sai'luo'na,41 巴塞罗那,41;
zhang'quan,32 掌权,18;张泉,8;张权,6;
gao'duanzhi,5 高端智,5;
ren'ren'zhi'shi,71 仁人志士,71;
gui'jue,7 诡谲,7;
qi'zhi'xian'ming,131 旗帜鲜明,131;
er'huan,40 二环,30;耳环,10;
hao'wu'ban'fa,10 毫无办法,10;
ke'xue,15013 科学,15013;
yan'jiuguan,33 研究馆,33;
zi'shi'zhi'zhong,31 自始至终,31;
yuan'rong'xiang,16 袁荣祥,16;
yi'tiao'tiao,141 一条条,141;
tan'xianzhe,5 探险者,5;
huang'chao,5 皇朝,5;
zhao'yinggang,10 赵英刚,10;
li'xiu'rong,13 李秀荣,13;
wen'qi,69 问起,69;
pan'jiahua,13 潘家华,13;
pi'pa,88 琵琶,67;枇杷,21;
san'shi'yiri,14 三十一日,14;
duo'de,271 夺得,271;
yanjiao,72 言教,6;燕郊,66;
yanjian,27 盐碱,27;
zhao'bing'mai'ma,11 招兵买马,11;
long'bao'zhen,16 隆宝镇,16;
dou'dan,6 斗胆,6;
mi'zhi'xian,6 米脂县,6;
zhuan'gao,24 撰稿,9;转告,15;
yang'wang,107 仰望,107;
laci,6 拉茨,6;
linxian,10 邻县,10;
shuo'fa'bu'yi,10 说法不一,10;
shen'jiquan,6 审计权,6;
shi'wu'qian'li,62 史无前例,62;
yi'lai'xing,37 依赖性,37;
feng'shou'nian,26 丰收年,26;
xianduan,9 险段,9;
meng'mai,74 孟买,74;
zeng'jing,9 曾静,9;
duo'ci,1644 多次,1644;
baoyuan,5 包圆,5;
dezhi,5 德治,5;
wen're,14 温热,14;
zhongbanguoban,6 中办国办,6;
ze'guai,26 责怪,26;
jian'dan'hua,52 简单化,52;
bai'chi,17 白痴,10;白吃,7;
pi'qi,77 脾气,77;
yang'rou'chuan,21 羊肉串,21;
duo'fu,7 多福,7;
ying'ge'landui,9 英格兰队,9;
kan'shou'nei'ge,8 看守内阁,8;
hai'rui,8 海瑞,8;
xin'pian'zhang,214 新篇章,214;
rong'yan,28 熔岩,5;容颜,23;
rong'yao,95 荣耀,95;
xiangquanxiong,16 项全雄,16;
zhan'chi,29 展翅,29;
gao'yin,15 高音,15;
dan'yuanlou,8 单元楼,8;
duo'fa,307 多发,307;
qing'yin'yue,6 轻音乐,6;
xiao'tai'hou,14 萧太后,14;
liu'ping,22 刘平,7;刘萍,15;
tiangong'ming,6 田公明,6;
zhan'che,71 战车,71;
hehangen,7 贺汉根,7;
shen'shi,344 绅士,15;审视,300;身世,29;
sheng'teng,36 升腾,36;
you'hui'quan,11 优惠券,11;
xin'hua'shu'dian,123 新华书店,123;
dui'bu'gong'tang,16 对簿公堂,16;
qian'dong'nan'zhou,10 黔东南州,10;
shan'hong,272 山洪,272;
sunying,9 孙影,9;
qing'kong'wan'li,5 晴空万里,5;
sui'hang'jiu'shi,12 随行就市,12;
chong'fen,8608 充分,8608;
juan'juan,29 涓涓,29;
meizhi,28 每支,28;
hou'guo,544 后果,544;
jia'wan,21 甲烷,21;
qiu'yin,7 蚯蚓,7;
cha'jue,46 察觉,46;
chu'ban'jia,8 出版家,8;
ji'gong'jin'li,172 急功近利,172;
zui'gao'dian,40 最高点,40;
chu'ban'jie,45 出版界,45;
shou'yin,61 收银,18;手印,43;
jiu'yang,7 九阳,7;
hou'hou'de,154 厚厚的,154;
kaise,5 凯瑟,5;
zhou'meng,44 周萌,44;
ma'hua'teng,12 马化腾,12;
yao'yue,15 要约,15;
suxiao'ping,6 苏小平,6;
zhang'gong,9 张工,9;
hang'jia'li'shou,36 行家里手,36;
wen'ti,38243 问题,37949;文体,294;
congshen'zhou,6 从神舟,6;
tuo'yun,31 托运,31;
fu'ke,53 妇科,23;福柯,5;复课,25;
jun'gui,9 军规,9;
shang'wu,2484 尚武,6;上午,1285;商务,1193;
you'li'ke'tu,28 有利可图,28;
hou'yi,57 后裔,57;
bao'gaoting,21 报告厅,21;
lei'qu,13 雷区,13;
he'ke'xue,5 核科学,5;
xiongxiong,5 汹汹,5;
lao'po,92 老婆,92;
lian'zhu'pao,6 连珠炮,6;
ka'zha'feiben,7 卡扎菲本,7;
cai'ming'zhao,9 蔡名照,9;
xuguang'jun,19 续广军,19;
zhu'changguan,15 主场馆,15;
yan'xiu'ban,70 研修班,70;
lao'woren'minmin'zhu'gong'he'guo,5 老挝人民民主共和国,5;
shang'xi,8 赏析,8;
ren'hong,11 任红,11;
mu'tan,15 木炭,15;
pai'maichang,13 拍卖场,13;
an'yong,9 安永,9;
bao'xian'jin,56 保险金,56;
xiang'guanzhe,31 相关者,31;
nv'zhu'ren,44 女主人,44;
niuai'guo,7 牛爱国,7;
mu'ou'xi,9 木偶戏,9;
yang'quan'shi,13 阳泉市,13;
fu'li,1325 福利,1311;富丽,5;浮力,9;
chang'nei,54 场内,54;
si'shi'yi,6 四十一,6;
wei'ye'na,80 维也纳,80;
shang'ye,2750 上野,30;商业,2720;
jin'zi'zhao'pai,56 金字招牌,56;
ru'dong,60 蠕动,8;入冬,52;
gao'tai,27 高台,27;
yan'yu'lv'ji,40 严于律己,40;
wan'wan'quan'quan,9 完完全全,9;
kai'fan,5 开饭,5;
bu'lin,9 不吝,9;
jie'ke'xun,9 杰克逊,9;
shang'yi,230 上亿,110;商议,88;上衣,32;
lao'qu,620 老区,600;捞取,20;
yixiekeshefu,9 伊谢克舍夫,9;
wu'ke'feng'gao,5 无可奉告,5;
lian'he'gong'bao,78 联合公报,78;
shang'yu,33 商誉,5;上虞,13;伤愈,15;
hou'xu,442 后续,442;
gan'chang,24 赶场,24;
bu'lie,6 捕猎,6;
fu'la,30 弗拉,30;
kezaizhou,5 可载舟,5;
shi'bei'qu,9 市北区,9;
bao'ta'shan,11 宝塔山,11;
fu'wu'she,33 服务社,33;
zheng'zhishi,5 政治史,5;
chou'mei'bu'zhan,10 愁眉不展,10;
hun'yan,16 婚宴,16;
an'quan'mao,37 安全帽,37;
ai'guo'zhe,70 爱国者,70;
zhengjun,7 整军,7;
zhongyan,5 中演,5;
jie'an'lv,19 结案率,19;
dang'tou'yi'bang,8 当头一棒,8;
guang'kong,12 广空,12;
tong'fang,7 同方,7;
fu'mo,91 抚摩,7;腹膜,25;抚摸,59;
a'ting,6 阿婷,6;
bai'bei,40 百倍,40;
lao'qian'bei,10 老前辈,10;
ying'bang'bang,15 硬邦邦,15;
jingwuchu,6 警务处,6;
fu'lu,47 附录,13;俘虏,34;
zhong'yang'dang'xiao,311 中央党校,311;
tang'jiadu,8 唐家渡,8;
zhao'yi'man,15 赵一曼,15;
pi'bei'bu'kan,19 疲惫不堪,19;
zhi'yao,3174 只要,3012;制药,162;
zhi'yan,163 直言,158;纸烟,5;
an'quan'xing,263 安全性,263;
zhang'yu'tai,6 张玉台,6;
huanfa,8 环发,8;
tong'tian,25 通天,25;
you'hou,51 优厚,51;
dian'xin,712 电信,681;点心,31;
lin'xiang'ru,5 蔺相如,5;
lao'su,7 老苏,7;
dian'nong,6 佃农,6;
shou'chuang,318 首创,318;
ge'jing'rui,7 戈景瑞,7;
fu'mu,1843 父母,1843;
xiao'ben'jing'ying,5 小本经营,5;
huaner,99 患儿,99;
ao'gu'si'ding,12 奥古斯丁,12;
zhan'lan'guan,66 展览馆,66;
lao'li,173 老李,98;劳力,75;
maoyu'lin,9 茅玉麟,9;
shang'su,146 上溯,14;上诉,132;
xia'ma'wei,5 下马威,5;
huo'bao'ju,8 活报剧,8;
lao'la,6 老辣,6;
jiaoguan,84 交管,84;
guang'pan,124 光盘,124;
bai'hua'qi'fang,129 百花齐放,129;
rou'song,6 肉松,6;
lao'lu,144 老陆,6;老卢,6;老路,132;
fu'jia'zhi,466 附加值,466;
wusayun'dong,12 五卅运动,12;
da'ya'wan,98 大亚湾,98;
fu'fu,494 夫妇,494;
zhou'tianyong,8 周天勇,8;
shenjiao,10 身教,10;
bian'jie,1065 变节,7;辩解,30;便捷,514;边界,514;
ji'du'tu,14 基督徒,14;
yong'chui'bu'xiu,18 永垂不朽,18;
qin'lizhe,51 亲历者,51;
lao'mo,152 劳模,152;
bu'yan'rong,8 卜延荣,8;
ke'liwu,42 颗粒物,42;
qiyinhuo'fubi'quzhi,11 岂因祸福避趋之,11;
panming,5 潘明,5;
lao'ma,65 老马,65;
fu'he,4489 负荷,171;复合,137;附和,6;符合,4069;复核,106;
yuan'chun'qing,47 袁纯清,47;
laohuo,11 老霍,11;
wu'gui'yuan'zhu,9 物归原主,9;
lao'mu,5 老母,5;
hong'yan'yan,10 红艳艳,10;
han'ren'xin'po,10 撼人心魄,10;
da'zhong'xiaoqi'ye,6 大中小企业,6;
min'shi'quan'li,12 民事权利,12;
xing'tong'xu'she,39 形同虚设,39;
bu'lei,9 布雷,9;
sheng'ling'tu'tan,6 生灵涂炭,6;
da'tou'zhen,18 打头阵,18;
ruan'ruo'wu'li,6 软弱无力,6;
fu'gu,13 复古,13;
ya'hua,5 轧花,5;
tong'li'he'zuo,81 通力合作,81;
he'fei'shi,175 合肥市,175;
wan'jiu,246 挽救,246;
gun'zi,13 棍子,13;
le'yuan,101 乐园,101;
ji'zi'kuan,5 集资款,5;
lameng,6 拉蒙,6;
lao'nianchi'dai'zheng,9 老年痴呆症,9;
hua'er'zi,16 华尔兹,16;
qing'qing'chu'chu,60 清清楚楚,60;
dui'kang'sai,33 对抗赛,33;
an'quan'men,9 安全门,9;
shang'qu,364 上去,364;
wan'jie,13 完结,13;
an'dong,19 安东,19;
kai'xiang,7 开箱,7;
jie'he'dian,87 结合点,87;
mu'minga,5 牧民嘎,5;
jiao'xiangshi,5 交响诗,5;
wang'meng,27 王蒙,27;
zhuang'xiang'nan,6 庄乡南,6;
lei'si,1208 蕾丝,5;累死,14;类似,1189;
yang'qiu,7 央求,7;
ji'guan'bao,59 机关报,59;
shi'fangang,46 示范岗,46;
ran'se'ti,6 染色体,6;
ke'bi'xing,36 可比性,36;
ce'yuan'di,18 策源地,18;
tie'bing,14 铁饼,14;
nan'zizu,8 男子组,8;
ao'ma'er,14 奥马尔,14;
fan'zhong,440 繁重,440;
e'zhi,1014 扼制,26;遏止,41;遏制,947;
hei'jin,7 黑金,7;
fu'ji,15 伏击,15;
hou'zi,31 猴子,31;
qing'zhen'yi'qie,32 情真意切,32;
xian'ya'dan,5 咸鸭蛋,5;
e'zha,10 讹诈,10;
chen'xiao'bo,6 陈晓波,6;
shang'si,8 上司,8;
la'mei,679 拉美,660;腊梅,19;
sudong'po,30 苏东坡,30;
zheng'yue,163 正月,163;
zhe'jiu'shi'shuo,29 这就是说,29;
si'tong'ba'da,44 四通八达,44;
dao'tui,78 倒退,78;
tong'chang,805 通畅,108;通常,697;
fang'xinfang,8 放心房,8;
mu'dan'ting,33 牡丹亭,33;
mating,14 马庭,14;
jin'chang,100 进场,95;金昌,5;
tong'xin'tong'de,102 同心同德,102;
shang'se,6 上色,6;
yi'qi'he'cheng,21 一气呵成,21;
dan'jin'liang'jue,7 弹尽粮绝,7;
he'long,71 贺龙,55;合龙,7;何龙,9;
lao'ya,20 老鸦,20;
zhugen,8 主根,8;
ren'he'ren,164 任何人,164;
li'fa'yuan,8 立法院,8;
dian'xun,31 电讯,31;
lao'yi,5 劳役,5;
dian'xue,6 点穴,6;
gong'guo,14 功过,14;
fu'se,52 肤色,52;
lei'ye,6 雷叶,6;
lian'dai,66 连带,66;
lao'ye,70 姥爷,21;老叶,7;老爷,42;
liu'pan'shui'shi,15 六盘水市,15;
xianshi,11 先师,11;
gu'hui'he,12 骨灰盒,12;
tong'dian,181 通电,181;
ai'tan,8 哀叹,8;
yu'jia,138 渔家,25;愈加,113;
ni'jia,41 你家,41;
lian'jiexing,8 廉洁性,8;
lijixiang,25 李继祥,25;
lian'dao,76 镰刀,76;
yitan,22 艺坛,22;
lian'dan,13 脸蛋,13;
di'jiu'shi,15 第九十,15;
nan'quan,5 南拳,5;
bu'lai,5 不赖,5;
dao'tian,117 稻田,117;
yin'shen'shu,6 隐身术,6;
duo'zhong,2487 多种,2487;
huai'nan'shi,28 淮南市,28;
zhang'da'qian,16 张大千,16;
fu'su,1313 复苏,1313;
a'mulani,11 阿姆拉尼,11;
lei'yu,49 雷雨,49;
bu'lao,99 捕捞,99;
lun'chu,24 论处,24;
lao'xu,35 老许,23;老徐,12;
dong'zuo,606 动作,606;
run'wu'xi'wu'sheng,32 润物细无声,32;
long'zhou,50 龙舟,50;
kou'liu,94 扣留,94;
dao'xiangxing,57 导向性,57;
lao'zi,300 劳资,237;老子,63;
dai'biao'zuo,119 代表作,119;
fu'te,56 福特,49;伏特,7;
shang'qi,12 上期,12;
fu'ti,44 扶梯,44;
hou'shi,167 后世,74;后事,40;后市,14;厚实,39;
you'hei,84 黝黑,84;
shang'pu,144 商铺,144;
du'duan'zhuan'hang,21 独断专行,21;
shang'po,16 上坡,16;
shuang'qing'qu,5 双清区,5;
fu'tu,10 附图,5;浮屠,5;
hou'she,5 喉舌,5;
lao'yu,18 牢狱,10;老妪,8;
yuan'zhuzhe,6 援助者,6;
wu'gan'da,74 乌干达,74;
guo'gang,5 郭刚,5;
tou'zou,16 偷走,16;
peng'huan'wu,8 彭桓武,8;
yin'yue'jia,106 音乐家,106;
zhi'yin,406 知音,30;指引,376;
hong'huo,208 红火,208;
xiang'shui'xian,6 响水县,6;
he'yikan,11 何以堪,11;
jiao'bian,6 教鞭,6;
wan'jun,9 顽军,9;
gu'hai'liang,6 顾海良,6;
mi'shan,7 密山,7;
hong'hua,103 红花,103;
mei'li'jian'he'zhong'guo,13 美利坚合众国,13;
lin'ran,18 凛然,18;
zheng'zai,6180 正在,6180;
tian'jia'ji,454 添加剂,454;
maoruyuan,28 毛入园,28;
huang'miao'zi,6 黄苗子,6;
yang'qun,45 羊群,45;
she'lie,35 涉猎,35;
nieyuzhi,10 聂郁芝,10;
di'de'luo,5 狄德罗,5;
li'yuan'ping,6 李元平,6;
baijie,10 白介,10;
tian'ran'qi,949 天然气,949;
huanmu,6 环幕,6;
da'ban'sheng,10 大半生,10;
li'xuelan,8 李学兰,8;
bao'shou'zhu'yi,6 保守主义,6;
zhan'dao,27 栈道,27;
panguangquan,12 潘光权,12;
min'letuan,43 民乐团,43;
lao'zheng,48 老郑,48;
minlulei,7 闵鹿蕾,7;
pu'jiang'xian,25 蒲江县,5;浦江县,20;
shu'yi'shi'wan'ji,6 数以十万计,6;
changxia,11 场下,11;
ge'ti'jing'ji,14 个体经济,14;
weizusheng,7 韦祖生,7;
tian'shui,58 天水,53;田水,5;
wen'zi'xue,7 文字学,7;
dong'xiang'zu,8 东乡族,8;
zi'ben'jin,135 资本金,135;
renyi,91 人意,18;人艺,73;
zhao'tou,6 兆头,6;
shuang'huang,7 双簧,7;
fu'nv,3131 妇女,3106;父女,25;
wang'xiao'ping,5 王小平,5;
zhu'qiqian,5 朱启钤,5;
sheng'shu,75 省属,56;生疏,19;
bai'you'lu,24 柏油路,24;
shi'qian'xian,9 石阡县,9;
zi'ben'jia,43 资本家,43;
pi'xing'dai'yue,10 披星戴月,10;
dao'tou,33 到头,33;
da'dian'hua,431 打电话,431;
tan'pan'zhuo,27 谈判桌,27;
zuanjing,167 钻井,167;
yi'cao'yi'mu,31 一草一木,31;
jue'wang,96 绝望,96;
tong'buxing,5 同步性,5;
xiong'qiang,18 雄强,6;胸腔,12;
bu'changfei,56 补偿费,56;
qing'fang,24 轻纺,24;
shang'ma,142 上马,142;
ma'xu'lun,8 马叙伦,8;
xia'tou,8 下头,8;
gong'tong'gang'ling,57 共同纲领,57;
mu'han'mo'di'zha'de,8 穆罕默迪扎德,8;
can'yue,18 参阅,18;
jini'ma,33 吉尼玛,33;
shang'lv,5 商旅,5;
huangshao'shi,6 黄少师,6;
shi'tai,124 时态,6;失态,7;事态,111;
bei'guan,112 悲观,112;
shang'lu,106 上路,106;
shi'tan,36 试探,26;诗坛,10;
shi'tao,14 石涛,14;
nian'xian,282 年限,282;
sheng'shi,1146 盛事,36;盛世,81;省市,936;省时,10;省事,31;声势,52;
